1.66104341e+03 8.09108018e+02 5.30299645e+02 2.70090917e+02 1.27804372e+02
8.09108018e+02 3.96936122e+02 2.57784801e+02 1.32429142e+02 6.35811141e+01
5.30299645e+02 2.57784801e+02 1.70533589e+02 8.67408997e+01 4.12216088e+01
2.70090917e+02 1.32429142e+02 8.67408997e+01 4.55440563e+01 2.23920429e+01
1.27804372e+02 6.35811141e+01 4.12216088e+01 2.23920429e+01 1.16942746e+01
