9.12021450e+00 1.14756268e+01 3.84124136e+01 2.22150388e+00 1.68439257e+00 1.44689588e+00 7.81267656e-01 6.00871203e-01 5.08428358e-01 4.46558502e-01 4.03047734e-01 3.69343418e-01 3.43747630e-01 3.22869990e-01 3.04779289e-01 2.89878572e-01 2.76273613e-01 2.65372035e-01 2.55227104e-01 1.91967613e-01 1.60551499e-01 1.40669189e-01 1.24834329e-01 1.15102900e-01 1.05680953e-01 9.93989857e-02 9.25512019e-02 8.81562198e-02 8.29986311e-02 8.02403293e-02 7.61109184e-02 7.30119051e-02 7.14800796e-02 6.80409187e-02 6.51881620e-02 6.36110648e-02 6.25788877e-02 5.90568384e-02 5.75254261e-02 5.63099118e-02 5.55437280e-02 5.39131686e-02
9.14509779e+00 1.15426424e+01 3.84440586e+01 2.21519113e+00 1.68576254e+00 1.44682725e+00 7.85224473e-01 6.00836782e-01 5.04201870e-01 4.41256212e-01 3.99798432e-01 3.66119700e-01 3.40444721e-01 3.19289200e-01 2.99703084e-01 2.85555346e-01 2.71096384e-01 2.59853868e-01 2.50296669e-01 1.85038484e-01 1.52457330e-01 1.30736020e-01 1.15380442e-01 1.03651539e-01 9.54667613e-02 8.75189505e-02 8.14285035e-02 7.53887368e-02 7.04595892e-02 6.69098695e-02 6.34296642e-02 6.03657575e-02 5.75552727e-02 5.42768772e-02 5.14924611e-02 5.04593816e-02 4.80126106e-02 4.55996759e-02 4.46363887e-02 4.29302047e-02 4.08631879e-02 4.05923131e-02
9.13092906e+00 1.14963947e+01 3.85534943e+01 2.21373318e+00 1.68679586e+00 1.44469676e+00 7.73524038e-01 5.87194972e-01 4.91119789e-01 4.27417229e-01 3.83928688e-01 3.49076554e-01 3.22633453e-01 3.00579115e-01 2.82022337e-01 2.65832497e-01 2.50815770e-01 2.39020099e-01 2.28564272e-01 1.60976534e-01 1.24856841e-01 1.03811167e-01 8.83177850e-02 7.82531106e-02 6.85264799e-02 6.19486159e-02 5.66445020e-02 5.18878611e-02 4.74416423e-02 4.43192996e-02 4.20333095e-02 3.83641773e-02 3.65824723e-02 3.42537221e-02 3.29673674e-02 3.06931043e-02 2.94470975e-02 2.75001541e-02 2.76286349e-02 2.53261208e-02 2.35649580e-02 2.41278809e-02
9.09088071e+00 1.13879596e+01 3.64869873e+01 2.13834849e+00 1.65101200e+00 1.41989916e+00 7.50983925e-01 5.67105407e-01 4.68459848e-01 4.04457137e-01 3.58640683e-01 3.24853553e-01 2.96326276e-01 2.73723479e-01 2.54570833e-01 2.38594518e-01 2.24091226e-01 2.11870364e-01 2.00157180e-01 1.33641964e-01 1.00628075e-01 8.02404670e-02 6.76212869e-02 5.73012294e-02 5.02739715e-02 4.52493547e-02 4.00400275e-02 3.63957912e-02 3.33075908e-02 3.15021843e-02 2.99135591e-02 2.71980679e-02 2.64976220e-02 2.38555670e-02 2.21855186e-02 2.21311185e-02 2.10861466e-02 1.93314922e-02 1.81285327e-02 1.75058845e-02 1.73300963e-02 1.59562642e-02
8.49517984e+00 1.00514476e+01 3.08767598e+01 1.98501720e+00 1.58123861e+00 1.37158605e+00 7.22252216e-01 5.36916165e-01 4.39018868e-01 3.74528036e-01 3.28893492e-01 2.93841301e-01 2.66642974e-01 2.43632927e-01 2.24536064e-01 2.09399275e-01 1.95256097e-01 1.83810347e-01 1.74124258e-01 1.10965228e-01 8.16617373e-02 6.43867780e-02 5.36487381e-02 4.50211440e-02 4.00792476e-02 3.42994526e-02 3.15118313e-02 2.89118668e-02 2.58698640e-02 2.38384818e-02 2.28309068e-02 2.10064508e-02 2.01038067e-02 1.84361584e-02 1.68379122e-02 1.67313944e-02 1.62353107e-02 1.51599594e-02 1.37957393e-02 1.39694362e-02 1.24397150e-02 1.27559933e-02
7.28043621e+00 6.95471962e+00 2.75934692e+00 1.82820792e+00 1.50122380e+00 1.30461644e+00 6.84929073e-01 5.04954401e-01 4.06041486e-01 3.42879668e-01 2.99160221e-01 2.64531326e-01 2.37149346e-01 2.17316814e-01 1.99299619e-01 1.83889820e-01 1.71014752e-01 1.60512239e-01 1.50266943e-01 9.35365562e-02 6.72632498e-02 5.41017800e-02 4.44375068e-02 3.76672782e-02 3.22755302e-02 2.83850792e-02 2.55349892e-02 2.31942390e-02 2.12824096e-02 1.97953035e-02 1.92790993e-02 1.74615579e-02 1.55650124e-02 1.51380230e-02 1.39165171e-02 1.32685165e-02 1.35704944e-02 1.23321399e-02 1.14797959e-02 1.04117303e-02 9.80253440e-03 9.74397462e-03
6.04431149e+00 4.46438580e+00 2.27096498e+00 1.68314673e+00 1.40857045e+00 1.23132895e+00 6.47789728e-01 4.69019858e-01 3.74580394e-01 3.13056979e-01 2.70302475e-01 2.38627507e-01 2.12999862e-01 1.92969577e-01 1.76483513e-01 1.62463346e-01 1.50546971e-01 1.39978875e-01 1.30501271e-01 7.97033326e-02 5.73652310e-02 4.57373318e-02 3.67066677e-02 3.17966949e-02 2.73832643e-02 2.43544093e-02 2.23123445e-02 2.06793938e-02 1.74072767e-02 1.64199143e-02 1.48257269e-02 1.46851522e-02 1.32400858e-02 1.24633226e-02 1.28943123e-02 1.04403565e-02 1.03274398e-02 9.73804989e-03 9.33305878e-03 9.62446801e-03 8.55303047e-03 9.30031575e-03
5.03557453e+00 3.20456820e+00 1.98777438e+00 1.55539911e+00 1.31877804e+00 1.16044928e+00 6.06903869e-01 4.36103481e-01 3.43433986e-01 2.87311058e-01 2.46225578e-01 2.15142089e-01 1.92055444e-01 1.71639455e-01 1.57195089e-01 1.44338531e-01 1.33286757e-01 1.23859147e-01 1.15027981e-01 6.96346048e-02 5.11847632e-02 3.93535529e-02 3.15068786e-02 2.69610475e-02 2.31313102e-02 2.06979979e-02 1.92013239e-02 1.74782714e-02 1.62487542e-02 1.45205934e-02 1.32238141e-02 1.26540730e-02 1.18539048e-02 1.12069155e-02 1.00673444e-02 1.02113198e-02 8.34192117e-03 8.69965771e-03 8.62468646e-03 7.85085980e-03 6.95436321e-03 7.12128543e-03
4.23766851e+00 2.57566525e+00 1.79586627e+00 1.44339165e+00 1.23328352e+00 1.09284502e+00 5.70030276e-01 4.04245156e-01 3.16788530e-01 2.62220179e-01 2.23465968e-01 1.94477711e-01 1.72903577e-01 1.55156194e-01 1.41943308e-01 1.30392440e-01 1.20729504e-01 1.11397449e-01 1.02695319e-01 6.32140511e-02 4.52656155e-02 3.39455945e-02 2.82475944e-02 2.45915885e-02 2.06439995e-02 1.84085744e-02 1.60991001e-02 1.46382374e-02 1.35802674e-02 1.25335639e-02 1.10598215e-02 1.01746095e-02 9.92842364e-03 9.80152298e-03 9.13137982e-03 8.03215642e-03 8.21564604e-03 6.90015331e-03 7.91549019e-03 7.02956877e-03 6.23479112e-03 6.20482869e-03
3.56761175e+00 2.21788770e+00 1.63823837e+00 1.34322926e+00 1.15716074e+00 1.02514924e+00 5.33331476e-01 3.75970937e-01 2.93296883e-01 2.40603547e-01 2.04907923e-01 1.78418716e-01 1.57992577e-01 1.41525548e-01 1.28038610e-01 1.17845290e-01 1.07844377e-01 1.00090084e-01 9.32056229e-02 5.59266018e-02 3.96317909e-02 3.14194548e-02 2.54412307e-02 2.20167576e-02 1.79701178e-02 1.70463937e-02 1.37806945e-02 1.38370689e-02 1.17881410e-02 1.08440712e-02 1.07194242e-02 9.84800099e-03 8.78116557e-03 8.66604252e-03 8.38963842e-03 7.38273835e-03 6.70448716e-03 6.69003936e-03 6.70428224e-03 5.59699225e-03 5.31451975e-03 6.18715607e-03
