0.00000000e+00 3.25908744e-06 0.00000000e+00 0.00000000e+00 1.27054942e-20 9.77726233e-06 0.00000000e+00 0.00000000e+00 3.38813179e-20 2.11072736e-04 4.31345502e-04 2.04373338e-04 0.00000000e+00 0.00000000e+00 2.13343600e-03 8.48755531e-03 1.97941359e-02 3.65838564e-02 5.93573526e-02 8.86152604e-02 1.24671243e-01 2.15253550e-01 3.25982231e-01 4.43408610e-01 5.36176650e-01 5.62374000e-01 5.13032559e-01 4.12778953e-01 2.87704970e-01 1.65434826e-01 7.63894042e-02 2.94791802e-02 1.15391752e-02 8.44460761e-03 7.75590436e-03 6.46340636e-03 4.83570325e-03 3.14467606e-03 1.66220582e-03 6.45386720e-04 1.39508701e-04 9.02072465e-05 5.41727219e-04 1.10773002e-03 1.54698782e-03 1.74378917e-03 1.58656413e-03 1.02807299e-03 2.51375059e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
0.00000000e+00 3.25908744e-06 0.00000000e+00 0.00000000e+00 1.27054942e-20 9.77726233e-06 0.00000000e+00 0.00000000e+00 3.38813179e-20 2.11072736e-04 4.31345502e-04 2.04373338e-04 0.00000000e+00 0.00000000e+00 2.13343600e-03 8.48755531e-03 1.97941359e-02 3.65838564e-02 5.93573526e-02 8.86152604e-02 1.24671243e-01 2.15253550e-01 3.25982231e-01 4.43408610e-01 5.36176650e-01 5.62374000e-01 5.13032559e-01 4.12778953e-01 2.87704970e-01 1.65434826e-01 7.63894042e-02 2.94791802e-02 1.15391752e-02 8.44460761e-03 7.75590436e-03 6.46340636e-03 4.83570325e-03 3.14467606e-03 1.66220582e-03 6.45386720e-04 1.39508701e-04 9.02072465e-05 5.41727219e-04 1.10773002e-03 1.54698782e-03 1.74378917e-03 1.58656413e-03 1.02807299e-03 2.51375059e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
0.00000000e+00 3.25908744e-06 0.00000000e+00 0.00000000e+00 1.27054942e-20 9.77726233e-06 0.00000000e+00 0.00000000e+00 3.38813179e-20 2.11072736e-04 4.31345502e-04 2.04373338e-04 0.00000000e+00 0.00000000e+00 2.13343600e-03 8.48755531e-03 1.97941359e-02 3.65838564e-02 5.93573526e-02 8.86152604e-02 1.24671243e-01 2.15253550e-01 3.25982231e-01 4.43408610e-01 5.36176650e-01 5.62374000e-01 5.13032559e-01 4.12778953e-01 2.87704970e-01 1.65434826e-01 7.63894042e-02 2.94791802e-02 1.15391752e-02 8.44460761e-03 7.75590436e-03 6.46340636e-03 4.83570325e-03 3.14467606e-03 1.66220582e-03 6.45386720e-04 1.39508701e-04 9.02072465e-05 5.41727219e-04 1.10773002e-03 1.54698782e-03 1.74378917e-03 1.58656413e-03 1.02807299e-03 2.51375059e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
1.78604562e-22 2.93317870e-06 0.00000000e+00 0.00000000e+00 1.76182853e-20 8.79953610e-06 0.00000000e+00 0.00000000e+00 9.35124374e-20 1.89965463e-04 4.07036522e-04 2.86248261e-04 2.48519192e-04 6.63722275e-04 3.34441345e-03 1.02262946e-02 2.20575226e-02 3.93061003e-02 6.24093521e-02 9.18046023e-02 1.27788122e-01 2.18307147e-01 3.30281277e-01 4.47002263e-01 5.34931436e-01 5.56605091e-01 5.05336753e-01 4.05480123e-01 2.82741537e-01 1.63864496e-01 7.72376964e-02 3.09958922e-02 1.26374584e-02 8.76353678e-03 7.56280859e-03 6.10734398e-03 4.55746588e-03 3.07659783e-03 1.82816339e-03 9.66034375e-04 5.07265383e-04 3.88201780e-04 6.88971113e-04 1.11871359e-03 1.47811505e-03 1.64704548e-03 1.50798857e-03 1.00522200e-03 3.04242774e-04 2.71962122e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.22565259e-05 1.77647528e-05 1.80819805e-05 1.47655088e-05 9.37263742e-06 3.46066612e-06 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.52269309e-06 3.60486054e-06 5.16792808e-06 5.90043574e-06 5.49092358e-06 3.62793165e-06 0.00000000e+00
5.35813685e-22 2.28136121e-06 0.00000000e+00 0.00000000e+00 2.74438675e-20 6.84408363e-06 0.00000000e+00 0.00000000e+00 2.12774676e-19 1.47750915e-04 3.58418564e-04 4.49998108e-04 7.45557577e-04 1.99116682e-03 5.76636834e-03 1.37037731e-02 2.65842961e-02 4.47505881e-02 6.85133510e-02 9.81832862e-02 1.34021881e-01 2.24414340e-01 3.38879369e-01 4.54189568e-01 5.32441010e-01 5.45067273e-01 4.89945140e-01 3.90882464e-01 2.72814670e-01 1.60723834e-01 7.89342807e-02 3.40293161e-02 1.48340249e-02 9.40139512e-03 7.17661705e-03 5.39521923e-03 4.00099114e-03 2.94044137e-03 2.16007852e-03 1.60732969e-03 1.24277875e-03 9.84190846e-04 9.83458900e-04 1.14068074e-03 1.34036952e-03 1.45355810e-03 1.35083746e-03 9.59520037e-04 4.09978204e-04 8.15886366e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 3.67695776e-05 5.32942583e-05 5.42459415e-05 4.42965264e-05 2.81179122e-05 1.03819984e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 4.56807928e-06 1.08145816e-05 1.55037842e-05 1.77013072e-05 1.64727707e-05 1.08837950e-05 0.00000000e+00
8.93022808e-22 1.62954372e-06 0.00000000e+00 0.00000000e+00 3.72694497e-20 4.88863117e-06 0.00000000e+00 0.00000000e+00 3.32036915e-19 1.05536368e-04 3.09800605e-04 6.13747954e-04 1.24259596e-03 3.31861137e-03 8.18832323e-03 1.71812517e-02 3.11110695e-02 5.01950759e-02 7.46173498e-02 1.04561970e-01 1.40255639e-01 2.30521533e-01 3.47477461e-01 4.61376873e-01 5.29950584e-01 5.33529455e-01 4.74553528e-01 3.76284805e-01 2.62887804e-01 1.57583172e-01 8.06308651e-02 3.70627401e-02 1.70305913e-02 1.00392535e-02 6.79042551e-03 4.68309447e-03 3.44451640e-03 2.80428491e-03 2.49199364e-03 2.24862500e-03 1.97829211e-03 1.58017991e-03 1.27794669e-03 1.16264789e-03 1.20262398e-03 1.26007071e-03 1.19368635e-03 9.13818071e-04 5.15713634e-04 1.35981061e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 6.12826293e-05 8.88237638e-05 9.04099025e-05 7.38275440e-05 4.68631871e-05 1.73033306e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 7.61346547e-06 1.80243027e-05 2.58396404e-05 2.95021787e-05 2.74546179e-05 1.81396583e-05 0.00000000e+00
1.26073808e-21 9.77726233e-07 0.00000000e+00 5.85297446e-07 4.70950319e-20 2.93317870e-06 0.00000000e+00 6.43827190e-06 4.51299154e-19 6.33218209e-05 2.61182646e-04 7.77497801e-04 1.92521513e-03 4.78134755e-03 1.06102781e-02 2.06587302e-02 3.56378429e-02 5.56395637e-02 8.07213487e-02 1.10940654e-01 1.46489398e-01 2.36628726e-01 3.56075553e-01 4.68564178e-01 5.27460158e-01 5.21991637e-01 4.59161916e-01 3.61687145e-01 2.52960937e-01 1.54442511e-01 8.23274495e-02 4.00961640e-02 1.92271577e-02 1.06771118e-02 6.40423397e-03 3.97096972e-03 2.88804165e-03 2.66812845e-03 2.82390877e-03 2.88992031e-03 2.71380548e-03 2.17616898e-03 1.57243448e-03 1.18461503e-03 1.06487844e-03 1.06658332e-03 1.03653523e-03 8.68116105e-04 6.21449064e-04 3.93955446e-04 3.35601426e-04 3.81298306e-04 4.34581479e-04 4.80000000e-04 5.42108773e-04 5.64623727e-04 5.56183437e-04 5.25426475e-04 4.80991415e-04 4.31516830e-04 3.89853228e-04 3.61325016e-04 3.35299923e-04 3.11308614e-04 2.88881755e-04 2.67550010e-04 2.46844046e-04 2.30862605e-04 2.16246698e-04 1.99291266e-04 1.78592595e-04 1.52746970e-04 1.20350677e-04 0.00000000e+00
1.62845336e-21 3.25908744e-07 0.00000000e+00 1.17059489e-06 5.69206141e-20 9.77726233e-07 0.00000000e+00 1.28765438e-05 5.70561393e-19 2.11072736e-05 2.12564687e-04 9.41247647e-04 2.60783431e-03 6.24408373e-03 1.30322330e-02 2.41362088e-02 4.01646163e-02 6.10840515e-02 8.68253476e-02 1.17319338e-01 1.52723156e-01 2.42735919e-01 3.64673645e-01 4.75751483e-01 5.24969731e-01 5.10453818e-01 4.43770303e-01 3.47089486e-01 2.43034071e-01 1.51301849e-01 8.40240338e-02 4.31295880e-02 2.14237242e-02 1.13149702e-02 6.01804243e-03 3.25884497e-03 2.33156691e-03 2.53197198e-03 3.15582390e-03 3.53121562e-03 3.44931884e-03 2.77215805e-03 1.86692226e-03 1.20658218e-03 9.27132902e-04 8.73095939e-04 8.79384118e-04 8.22414139e-04 7.27184494e-04 6.51929830e-04 6.71202853e-04 7.62596612e-04 8.69162957e-04 9.60000000e-04 1.02293492e-03 1.04042369e-03 1.02195697e-03 9.77025405e-04 9.15119642e-04 8.45730329e-04 7.79706455e-04 7.22650031e-04 6.70599845e-04 6.22617228e-04 5.77763510e-04 5.35100021e-04 4.93688091e-04 4.54111745e-04 4.14469093e-04 3.72742892e-04 3.27683012e-04 2.78039323e-04 2.22561695e-04 0.00000000e+00
1.44984879e-21 0.00000000e+00 2.71050543e-21 1.55965479e-06 4.94667241e-20 0.00000000e+00 5.11607900e-20 1.71562026e-05 5.04154010e-19 0.00000000e+00 2.41588685e-04 1.22867033e-03 3.43617318e-03 7.79682477e-03 1.53493657e-02 2.71180243e-02 4.36869040e-02 6.51312771e-02 9.14980724e-02 1.22834218e-01 1.59319218e-01 2.50707561e-01 3.70164466e-01 4.75328233e-01 5.18515522e-01 5.00158121e-01 4.32615375e-01 3.37398883e-01 2.36408751e-01 1.48353440e-01 8.37693142e-02 4.40040118e-02 2.23932909e-02 1.19245674e-02 6.31893762e-03 3.40294933e-03 2.43038409e-03 2.65645640e-03 3.33638077e-03 3.75938713e-03 3.70193665e-03 3.02545964e-03 2.08906620e-03 1.37866443e-03 1.04638967e-03 9.55674017e-04 9.60431796e-04 9.47359241e-04 9.20510091e-04 9.10189709e-04 9.45294275e-04 1.02496244e-03 1.11997887e-03 1.20000000e-03 1.24092572e-03 1.24362984e-03 1.21522966e-03 1.16284247e-03 1.09358555e-03 1.01457620e-03 9.32889996e-04 8.53099260e-04 7.75896301e-04 7.01639661e-04 6.30687883e-04 5.63399507e-04 5.00133075e-04 4.52589052e-04 4.10864233e-04 3.67574964e-04 3.21782576e-04 2.72548399e-04 2.25073653e-04 0.00000000e+00
7.24924397e-22 0.00000000e+00 8.13151629e-21 1.75247713e-06 2.47333621e-20 0.00000000e+00 1.53482370e-19 1.92772484e-05 2.52077005e-19 0.00000000e+00 3.48254639e-04 1.63976585e-03 4.41023174e-03 9.43957068e-03 1.75616761e-02 2.96041769e-02 4.62047058e-02 6.77812405e-02 9.47395232e-02 1.27485296e-01 1.66277584e-01 2.60543652e-01 3.72548016e-01 4.67294429e-01 5.08097530e-01 4.91104545e-01 4.25697132e-01 3.32615336e-01 2.33084979e-01 1.45597282e-01 8.15632905e-02 4.27194354e-02 2.21358578e-02 1.25059036e-02 7.30691954e-03 4.40328281e-03 3.18449318e-03 3.04158169e-03 3.36557939e-03 3.57443484e-03 3.47165890e-03 2.93607377e-03 2.23886628e-03 1.70086178e-03 1.42264876e-03 1.31431756e-03 1.27967826e-03 1.24295141e-03 1.20142586e-03 1.16873508e-03 1.15787569e-03 1.16839578e-03 1.18702922e-03 1.20000000e-03 1.19608118e-03 1.17424218e-03 1.13600151e-03 1.08287766e-03 1.01638914e-03 9.38054451e-04 8.49403851e-04 7.52672702e-04 6.51189290e-04 5.48375914e-04 4.47654874e-04 3.52448468e-04 2.66178997e-04 2.26294526e-04 2.05432116e-04 1.83787482e-04 1.60891288e-04 1.36274200e-04 1.27886550e-04 0.00000000e+00
