1.21131870e+00 1.30797972e+00 1.45554671e+00 1.24220425e+00 1.26041645e+00 1.28785927e+00 1.60465359e+00 1.88378646e+00 2.13336874e+00 2.35773728e+00 2.56536712e+00 2.75961095e+00 2.93971480e+00 3.11387841e+00 3.27742452e+00 3.43543032e+00 3.58422561e+00 3.73004901e+00 3.87257081e+00 5.09140348e+00 6.11812587e+00 7.02429485e+00 7.86190822e+00 8.64730271e+00 9.39257585e+00 1.01107866e+01 1.07997331e+01 1.14645164e+01 1.21277803e+01 1.27700958e+01 1.33932454e+01 1.40189708e+01 1.46256372e+01 1.52285900e+01 1.58233490e+01 1.64053586e+01 1.69950684e+01 1.75658967e+01 1.81441942e+01 1.87043184e+01 1.92714786e+01 1.98306251e+01
1.21122695e+00 1.30962046e+00 1.45585404e+00 1.24193074e+00 1.25949306e+00 1.28766256e+00 1.60586550e+00 1.89856557e+00 2.16033135e+00 2.39745647e+00 2.62148109e+00 2.82829582e+00 3.02642539e+00 3.21329472e+00 3.39367504e+00 3.56883889e+00 3.73576884e+00 3.89917165e+00 4.06180490e+00 5.50804525e+00 6.79194820e+00 7.99730869e+00 9.15544376e+00 1.02769790e+01 1.13764095e+01 1.24606382e+01 1.35353218e+01 1.45844711e+01 1.56454812e+01 1.66850294e+01 1.77368277e+01 1.87560132e+01 1.97915570e+01 2.08377284e+01 2.18591204e+01 2.28782796e+01 2.39117792e+01 2.49112196e+01 2.59539398e+01 2.69547182e+01 2.79831872e+01 2.89682431e+01
1.21167087e+00 1.30982631e+00 1.45607846e+00 1.24244567e+00 1.26099276e+00 1.29048986e+00 1.64729716e+00 1.97567797e+00 2.27803808e+00 2.56030847e+00 2.83064123e+00 3.08677020e+00 3.33693789e+00 3.58512318e+00 3.82179460e+00 4.05808388e+00 4.28548849e+00 4.51308976e+00 4.74102889e+00 6.91137205e+00 9.00472432e+00 1.10592529e+01 1.30919106e+01 1.51093134e+01 1.71400116e+01 1.91598583e+01 2.11771851e+01 2.31820350e+01 2.51998043e+01 2.72126507e+01 2.92167000e+01 3.12055164e+01 3.32095436e+01 3.52192653e+01 3.72163479e+01 3.92300412e+01 4.12425318e+01 4.32452368e+01 4.52521771e+01 4.72201485e+01 4.92363980e+01 5.12482833e+01
1.21156493e+00 1.31189458e+00 1.46077852e+00 1.25105982e+00 1.27776551e+00 1.31298560e+00 1.71656397e+00 2.09845684e+00 2.45996677e+00 2.80538145e+00 3.14356824e+00 3.47503740e+00 3.79810112e+00 4.12051076e+00 4.43826102e+00 4.75324000e+00 5.06881131e+00 5.37874757e+00 5.69181132e+00 8.75512644e+00 1.17878750e+01 1.48023697e+01 1.78081908e+01 2.08174303e+01 2.38412637e+01 2.68254057e+01 2.98464443e+01 3.28483995e+01 3.58447976e+01 3.88380048e+01 4.18356420e+01 4.48076809e+01 4.78743511e+01 5.08469446e+01 5.38433089e+01 5.68314025e+01 5.98504113e+01 6.28680511e+01 6.58317856e+01 6.88188462e+01 7.18200144e+01 7.48621926e+01
1.21420284e+00 1.31660163e+00 1.47598151e+00 1.27302662e+00 1.30686717e+00 1.34964419e+00 1.80736400e+00 2.25493381e+00 2.68873577e+00 3.11384803e+00 3.53375106e+00 3.94538633e+00 4.35866403e+00 4.76598225e+00 5.17283386e+00 5.58077061e+00 5.98524321e+00 6.39409487e+00 6.80000373e+00 1.08163073e+01 1.48250705e+01 1.88284086e+01 2.28339254e+01 2.68359595e+01 3.08402181e+01 3.48226781e+01 3.88219027e+01 4.28451503e+01 4.68654634e+01 5.08443238e+01 5.48347132e+01 5.88831327e+01 6.28374463e+01 6.68509077e+01 7.08306581e+01 7.48711350e+01 7.88162107e+01 8.28728428e+01 8.68302505e+01 9.08271083e+01 9.48687373e+01 9.88515790e+01
1.22322369e+00 1.30536430e+00 1.28259125e+00 1.30251068e+00 1.34381337e+00 1.39158326e+00 1.91588949e+00 2.43843974e+00 2.95478218e+00 3.46371506e+00 3.97217790e+00 4.47586612e+00 4.98102990e+00 5.48477561e+00 5.98810142e+00 6.48908943e+00 6.98732541e+00 7.49204436e+00 7.99256537e+00 1.30021492e+01 1.80042610e+01 2.30072523e+01 2.79925951e+01 3.29974202e+01 3.80076042e+01 4.29952944e+01 4.79605059e+01 5.30067680e+01 5.79982292e+01 6.29780913e+01 6.79907117e+01 7.30253133e+01 7.79886085e+01 8.29920450e+01 8.79484808e+01 9.30202567e+01 9.80371340e+01 1.03005688e+02 1.07968164e+02 1.12955753e+02 1.18091016e+02 1.23064706e+02
1.23730319e+00 1.29783762e+00 1.29970261e+00 1.33601827e+00 1.38634497e+00 1.44038867e+00 2.03854916e+00 2.64368138e+00 3.24637919e+00 3.84737339e+00 4.44942755e+00 5.04920504e+00 5.64864682e+00 6.24600385e+00 6.84707785e+00 7.44718880e+00 8.04267100e+00 8.64174125e+00 9.24666114e+00 1.52400340e+01 2.12451920e+01 2.72354721e+01 3.32342480e+01 3.92226698e+01 4.52391118e+01 5.12371713e+01 5.72341727e+01 6.32249679e+01 6.92640883e+01 7.52164871e+01 8.12201459e+01 8.72474966e+01 9.32076144e+01 9.92643018e+01 1.05290686e+02 1.11221248e+02 1.17130732e+02 1.23207067e+02 1.29211764e+02 1.35248975e+02 1.41199774e+02 1.47221067e+02
1.25578111e+00 1.30139775e+00 1.32602442e+00 1.37337719e+00 1.43199809e+00 1.49430051e+00 2.17034898e+00 2.86367793e+00 3.55687500e+00 4.25440544e+00 4.95165743e+00 5.64833727e+00 6.34418549e+00 7.04254013e+00 7.73837314e+00 8.43803655e+00 9.13513322e+00 9.84201770e+00 1.05344534e+01 1.75276528e+01 2.45185683e+01 3.15220166e+01 3.85306947e+01 4.55313296e+01 5.25358635e+01 5.94868045e+01 6.65392479e+01 7.35112583e+01 8.04578457e+01 8.74774138e+01 9.44774791e+01 1.01512152e+02 1.08536001e+02 1.15476406e+02 1.22473642e+02 1.29513069e+02 1.36476210e+02 1.43513249e+02 1.50550130e+02 1.57499933e+02 1.64525677e+02 1.71621905e+02
1.27664567e+00 1.31543499e+00 1.35728885e+00 1.41550769e+00 1.48110227e+00 1.55148980e+00 2.31339000e+00 3.09782870e+00 3.88563735e+00 4.67808119e+00 5.47280781e+00 6.26611894e+00 7.06341906e+00 7.85881759e+00 8.65663899e+00 9.45480034e+00 1.02532932e+01 1.10451661e+01 1.18509287e+01 1.98404279e+01 2.78362722e+01 3.58420018e+01 4.38223716e+01 5.18117886e+01 5.98303393e+01 6.78502252e+01 7.58682737e+01 8.38718925e+01 9.18246291e+01 9.98422062e+01 1.07837178e+02 1.15747088e+02 1.23801923e+02 1.31879473e+02 1.39904745e+02 1.47825008e+02 1.55800340e+02 1.63858451e+02 1.71872588e+02 1.79842903e+02 1.87749487e+02 1.95829631e+02
1.29682016e+00 1.33691101e+00 1.39202119e+00 1.46096377e+00 1.53485609e+00 1.61347752e+00 2.46042401e+00 3.33734980e+00 4.22416107e+00 5.11373294e+00 6.00507721e+00 6.90227936e+00 7.79409165e+00 8.69594972e+00 9.58541078e+00 1.04882577e+01 1.13820263e+01 1.22835161e+01 1.31767330e+01 2.21633550e+01 3.11750478e+01 4.01488759e+01 4.91690868e+01 5.81886137e+01 6.71592116e+01 7.61409445e+01 8.51904442e+01 9.41388652e+01 1.03180710e+02 1.12151019e+02 1.21169030e+02 1.30155468e+02 1.39123738e+02 1.48199908e+02 1.57191572e+02 1.66110967e+02 1.75158204e+02 1.84278367e+02 1.93189233e+02 2.02156366e+02 2.11208459e+02 2.20106192e+02
